PID1,PID2,PID3,TRIANGLE,SURFACE,PIT,TOPO
1385,5377,5313,7505,1,1,1
1385,5378,5377,7506,1,1,1
1385,1349,5378,7507,1,1,1
1385,5313,1349,7508,1,1,1
1349,5379,5378,7509,1,1,1
1349,5244,5379,7510,1,1,1
5380,5379,5244,7511,1,1,1
5380,5244,5314,7512,1,1,1
5381,5380,5314,7513,1,1,1
5381,5314,5315,7514,1,1,1
5382,5381,5315,7515,1,1,1
5382,5315,5316,7516,1,1,1
5316,5383,5382,7517,1,1,1
5316,5317,5383,7518,1,1,1
1386,5383,5317,7519,1,1,1
1386,5384,5383,7520,1,1,1
5384,5318,5385,7521,1,1,1
5384,1386,5318,7522,1,1,1
5386,5385,5318,7523,1,1,1
5386,5318,5319,7524,1,1,1
5319,5387,5386,7525,1,1,1
5319,5320,5387,7526,1,1,1
5321,5387,5320,7527,1,1,1
5321,5388,5387,7528,1,1,1
5388,5322,5389,7529,1,1,1
5388,5321,5322,7530,1,1,1
5390,5389,5322,7531,1,1,1
5390,5322,1352,7532,1,1,1
1387,5390,1352,7533,1,1,1
1387,5391,5390,7534,1,1,1
1387,5323,5391,7535,1,1,1
1387,1352,5323,7536,1,1,1
1388,5391,5323,7537,1,1,1
1388,5323,5324,7538,1,1,1
5324,1429,1388,7539,1,1,1
5324,1354,1429,7540,1,1,1
5392,1429,1354,7541,1,1,1
5392,1354,5325,7542,1,1,1
1389,5392,5325,7543,1,1,1
1389,5325,5326,7544,1,1,1
5326,5393,1389,7545,1,1,1
5326,1355,5393,7546,1,1,1
5327,5393,1355,7547,1,1,1
5327,1390,5393,7548,1,1,1
1390,5328,5394,7549,1,1,1
1390,5327,5328,7550,1,1,1
1391,5394,5328,7551,1,1,1
1391,5395,5394,7552,1,1,1
1391,5329,5395,7553,1,1,1
1391,5328,5329,7554,1,1,1
1392,5395,5329,7555,1,1,1
1392,5396,5395,7556,1,1,1
1392,5330,5396,7557,1,1,1
1392,5329,5330,7558,1,1,1
5330,1434,5396,7559,1,1,1
5330,5260,1434,7560,1,1,1
5260,1435,1434,7561,1,1,1
5260,1393,1435,7562,1,1,1
5463,1393,5331,7563,1,1,1
5463,5331,5262,7564,1,1,1
5397,5463,5262,7565,1,1,1
1394,1437,5397,7566,1,1,1
1394,1395,1437,7567,1,1,1
1395,1438,1437,7568,1,1,1
5332,1438,1395,7569,1,1,1
5332,1396,1438,7570,1,1,1
5398,1360,1439,7571,1,1,1
5398,1396,1360,7572,1,1,1
5333,1439,1360,7573,1,1,1
5333,5399,1439,7574,1,1,1
5400,5399,5333,7575,1,1,1
5400,5333,1361,7576,1,1,1
5400,1361,1397,7577,1,1,1
1397,1398,5401,7578,1,1,1
1398,5402,5401,7579,1,1,1
1398,5334,5402,7580,1,1,1
5403,5402,5334,7581,1,1,1
5403,5334,5335,7582,1,1,1
5335,5404,5403,7583,1,1,1
5335,5336,5404,7584,1,1,1
1399,5404,5336,7585,1,1,1
1399,5336,5337,7586,1,1,1
5337,5405,1399,7587,1,1,1
5337,5338,5405,7588,1,1,1
1400,5405,5338,7589,1,1,1
1400,5338,5339,7590,1,1,1
5406,5339,1365,7591,1,1,1
1366,5406,5204,7592,1,1,1
1366,5477,5406,7593,1,1,1
1401,5477,1366,7594,1,1,1
1401,5340,5407,7595,1,1,1
1402,5407,5340,7596,1,1,1
1402,5408,5407,7597,1,1,1
1402,5341,5408,7598,1,1,1
1402,5340,5341,7599,1,1,1
1403,5408,5341,7600,1,1,1
1403,5409,5408,7601,1,1,1
1403,5342,5409,7602,1,1,1
1403,5341,5342,7603,1,1,1
1404,5409,5342,7604,1,1,1
1404,5410,5409,7605,1,1,1
1404,5343,5410,7606,1,1,1
1404,5342,5343,7607,1,1,1
1405,5410,5343,7608,1,1,1
1405,5411,5410,7609,1,1,1
1405,5344,5411,7610,1,1,1
1405,5343,5344,7611,1,1,1
5344,1445,5411,7612,1,1,1
5483,5482,5345,7613,1,1,1
5346,5483,5345,7614,1,1,1
5412,5346,5347,7615,1,1,1
5413,5412,5347,7616,1,1,1
5413,5347,5348,7617,1,1,1
5486,5413,5348,7618,1,1,1
5486,5348,1406,7619,1,1,1
5349,5489,1406,7620,1,1,1
5349,5414,5489,7621,1,1,1
1407,5415,5414,7622,1,1,1
5416,5415,1407,7623,1,1,1
5350,1446,5416,7624,1,1,1
1408,5350,5351,7625,1,1,1
5351,5417,1408,7626,1,1,1
5351,1374,5417,7627,1,1,1
1374,5418,5417,7628,1,1,1
1374,1375,5418,7629,1,1,1
1375,5496,5418,7630,1,1,1
1375,5287,5496,7631,1,1,1
5419,5496,5287,7632,1,1,1
5419,5287,5288,7633,1,1,1
5420,5419,5288,7634,1,1,1
5420,5288,5352,7635,1,1,1
5421,5354,5422,7636,1,1,1
5421,5353,5354,7637,1,1,1
1409,5422,5354,7638,1,1,1
1409,5423,5422,7639,1,1,1
1409,5355,5423,7640,1,1,1
1409,5354,5355,7641,1,1,1
1410,5423,5355,7642,1,1,1
1410,5424,5423,7643,1,1,1
1410,5356,5424,7644,1,1,1
1410,5355,5356,7645,1,1,1
1411,5424,5356,7646,1,1,1
1411,5356,5357,7647,1,1,1
5357,1449,1411,7648,1,1,1
5357,1377,1449,7649,1,1,1
1450,1449,1377,7650,1,1,1
1450,1377,5358,7651,1,1,1
5425,1450,5358,7652,1,1,1
5425,5358,1378,7653,1,1,1
5425,1378,5426,7654,1,1,1
1412,5426,1301,7655,1,1,1
1414,1413,1379,7656,1,1,1
1414,1379,5359,7657,1,1,1
5580,1414,5359,7658,1,1,1
5502,5359,5360,7659,1,1,1
5360,5361,5502,7660,1,1,1
5361,5362,5427,7661,1,1,1
5363,5427,5362,7662,1,1,1
5363,5428,5427,7663,1,1,1
5428,5363,1342,7664,1,1,1
5364,5428,1342,7665,1,1,1
5364,1570,5428,7666,1,1,1
5364,5365,1570,7667,1,1,1
5429,5366,5430,7668,1,1,1
5429,5365,5366,7669,1,1,1
5431,1343,1415,7670,1,1,1
5431,5430,1343,7671,1,1,1
5367,5432,1415,7672,1,1,1
5367,5368,5432,7673,1,1,1
5368,5433,5432,7674,1,1,1
5368,5369,5433,7675,1,1,1
1452,5370,1416,7676,1,1,1
1452,5433,5370,7677,1,1,1
1416,5370,5371,7678,1,1,1
5371,5434,1416,7679,1,1,1
5371,1417,5434,7680,1,1,1
5434,5306,1453,7681,1,1,1
5434,1417,5306,7682,1,1,1
1453,5306,1418,7683,1,1,1
1418,5435,1453,7684,1,1,1
1418,5372,5435,7685,1,1,1
1419,5435,5372,7686,1,1,1
1419,5436,5435,7687,1,1,1
1419,5373,5436,7688,1,1,1
1419,5372,5373,7689,1,1,1
1420,5436,5373,7690,1,1,1
1420,5437,5436,7691,1,1,1
1420,5374,5437,7692,1,1,1
1420,5373,5374,7693,1,1,1
1421,5437,5374,7694,1,1,1
1421,5438,5437,7695,1,1,1
1421,5375,5438,7696,1,1,1
1421,5374,5375,7697,1,1,1
1422,5438,5375,7698,1,1,1
1422,5439,5438,7699,1,1,1
1422,5376,5439,7700,1,1,1
1422,5375,5376,7701,1,1,1
1423,5439,5376,7702,1,1,1
1423,5440,5439,7703,1,1,1
1423,5377,5440,7704,1,1,1
1423,5376,5377,7705,1,1,1
1424,5440,5377,7706,1,1,1
1424,5441,5440,7707,1,1,1
1424,5378,5441,7708,1,1,1
1424,5377,5378,7709,1,1,1
5378,5442,5441,7710,1,1,1
5378,5379,5442,7711,1,1,1
5379,5443,5442,7712,1,1,1
5379,5380,5443,7713,1,1,1
5380,5444,5443,7714,1,1,1
5380,5381,5444,7715,1,1,1
5445,5444,5381,7716,1,1,1
5445,5381,5382,7717,1,1,1
5382,5446,5445,7718,1,1,1
5382,5383,5446,7719,1,1,1
1425,5446,5383,7720,1,1,1
1425,5447,5446,7721,1,1,1
1425,5384,5447,7722,1,1,1
1425,5383,5384,7723,1,1,1
1426,5447,5384,7724,1,1,1
1426,5448,5447,7725,1,1,1
1426,5385,5448,7726,1,1,1
1426,5384,5385,7727,1,1,1
5385,5449,5448,7728,1,1,1
5385,5386,5449,7729,1,1,1
5450,5449,5386,7730,1,1,1
5450,5386,5387,7731,1,1,1
5387,5451,5450,7732,1,1,1
5387,5388,5451,7733,1,1,1
5451,5389,5452,7734,1,1,1
5451,5388,5389,7735,1,1,1
5390,5452,5389,7736,1,1,1
5390,5453,5452,7737,1,1,1
1427,5453,5390,7738,1,1,1
1427,5454,5453,7739,1,1,1
1427,5391,5454,7740,1,1,1
1427,5390,5391,7741,1,1,1
5391,1466,5454,7742,1,1,1
5391,1388,1466,7743,1,1,1
1428,1466,1388,7744,1,1,1
1428,5455,1466,7745,1,1,1
1428,1429,5455,7746,1,1,1
1428,1388,1429,7747,1,1,1
1429,5456,5455,7748,1,1,1
1429,5392,5456,7749,1,1,1
1430,5456,5392,7750,1,1,1
1430,5457,5456,7751,1,1,1
1430,1389,5457,7752,1,1,1
1430,5392,1389,7753,1,1,1
5458,5457,1389,7754,1,1,1
5458,1389,5393,7755,1,1,1
5393,5459,5458,7756,1,1,1
5393,1390,5459,7757,1,1,1
5394,5459,1390,7758,1,1,1
5394,5460,5459,7759,1,1,1
1431,5460,5394,7760,1,1,1
1431,5461,5460,7761,1,1,1
1431,5395,5461,7762,1,1,1
1431,5394,5395,7763,1,1,1
1432,5461,5395,7764,1,1,1
1432,5462,5461,7765,1,1,1
1432,5396,5462,7766,1,1,1
1432,5395,5396,7767,1,1,1
1433,5462,5396,7768,1,1,1
1433,1472,5462,7769,1,1,1
1433,1434,1472,7770,1,1,1
1433,5396,1434,7771,1,1,1
1435,1473,1434,7772,1,1,1
1435,1393,1473,7773,1,1,1
1474,1473,1393,7774,1,1,1
1474,1393,5463,7775,1,1,1
5463,5397,5541,7776,1,1,1
5397,1436,5541,7777,1,1,1
1436,1437,5464,7778,1,1,1
1436,5397,1437,7779,1,1,1
1437,5465,5464,7780,1,1,1
1437,1438,5465,7781,1,1,1
1438,5466,5465,7782,1,1,1
1438,1396,5466,7783,1,1,1
5398,5466,1396,7784,1,1,1
5398,1478,5466,7785,1,1,1
1478,5398,1439,7786,1,1,1
5467,1439,5399,7787,1,1,1
5467,5399,5400,7788,1,1,1
1397,5467,5400,7789,1,1,1
1397,1479,5467,7790,1,1,1
1440,1479,1397,7791,1,1,1
1440,5468,1479,7792,1,1,1
1440,5401,5468,7793,1,1,1
1440,1397,5401,7794,1,1,1
5401,5469,5468,7795,1,1,1
5401,5402,5469,7796,1,1,1
5469,5403,5470,7797,1,1,1
5469,5402,5403,7798,1,1,1
5404,5470,5403,7799,1,1,1
5404,5471,5470,7800,1,1,1
5472,5471,5404,7801,1,1,1
5472,5404,1399,7802,1,1,1
5473,5472,1399,7803,1,1,1
5473,1399,5405,7804,1,1,1
5405,5474,5473,7805,1,1,1
5405,1400,5474,7806,1,1,1
1400,5475,5474,7807,1,1,1
1400,5339,5475,7808,1,1,1
5476,5475,5339,7809,1,1,1
5476,5339,5406,7810,1,1,1
5406,5477,5476,7811,1,1,1
1401,5557,5477,7812,1,1,1
5407,5557,1401,7813,1,1,1
5407,1441,5557,7814,1,1,1
1441,5408,5478,7815,1,1,1
1441,5407,5408,7816,1,1,1
1442,5478,5408,7817,1,1,1
1442,5479,5478,7818,1,1,1
1442,5409,5479,7819,1,1,1
1442,5408,5409,7820,1,1,1
1443,5479,5409,7821,1,1,1
1443,5480,5479,7822,1,1,1
1443,5410,5480,7823,1,1,1
1443,5409,5410,7824,1,1,1
1444,5480,5410,7825,1,1,1
1444,5481,5480,7826,1,1,1
1444,5411,5481,7827,1,1,1
1444,5410,5411,7828,1,1,1
1445,5481,5411,7829,1,1,1
1445,1484,5481,7830,1,1,1
1445,5482,1484,7831,1,1,1
5563,5483,5346,7832,1,1,1
5484,5563,5346,7833,1,1,1
5484,5346,5412,7834,1,1,1
5485,5484,5412,7835,1,1,1
5485,5412,5413,7836,1,1,1
5486,5485,5413,7837,1,1,1
5487,5486,1406,7838,1,1,1
1406,5488,5487,7839,1,1,1
1406,5489,5488,7840,1,1,1
5415,5489,5414,7841,1,1,1
5415,5490,5489,7842,1,1,1
5490,5416,5491,7843,1,1,1
5490,5415,5416,7844,1,1,1
1446,5491,5416,7845,1,1,1
1446,5350,5492,7846,1,1,1
5493,5492,5350,7847,1,1,1
5493,5350,1408,7848,1,1,1
5494,5493,1408,7849,1,1,1
5494,1408,5417,7850,1,1,1
5417,1485,5494,7851,1,1,1
5417,5418,1485,7852,1,1,1
5418,5495,1485,7853,1,1,1
5418,5496,5495,7854,1,1,1
1486,5496,5419,7855,1,1,1
1486,5419,5420,7856,1,1,1
5497,1486,5420,7857,1,1,1
5498,5421,5422,7858,1,1,1
1447,5498,5422,7859,1,1,1
1447,5499,5498,7860,1,1,1
1447,5423,5499,7861,1,1,1
1447,5422,5423,7862,1,1,1
1448,5499,5423,7863,1,1,1
1448,5423,5424,7864,1,1,1
5424,1488,1448,7865,1,1,1
5424,1411,1488,7866,1,1,1
1489,1488,1411,7867,1,1,1
1489,1411,1449,7868,1,1,1
1449,1490,1489,7869,1,1,1
1449,1450,1490,7870,1,1,1
1450,5500,1490,7871,1,1,1
1450,5425,5500,7872,1,1,1
5425,1491,5500,7873,1,1,1
1491,5426,1492,7874,1,1,1
1491,5425,5426,7875,1,1,1
1492,5426,1412,7876,1,1,1
1492,1412,1451,7877,1,1,1
1451,1412,1413,7878,1,1,1
1413,5501,1451,7879,1,1,1
1413,1414,5501,7880,1,1,1
1414,5579,5501,7881,1,1,1
1414,5580,5579,7882,1,1,1
5359,5502,5580,7883,1,1,1
5502,5361,5427,7884,1,1,1
5430,5582,5429,7885,1,1,1
5430,5503,5582,7886,1,1,1
5431,5503,5430,7887,1,1,1
5431,5504,5503,7888,1,1,1
1415,5504,5431,7889,1,1,1
1415,1493,5504,7890,1,1,1
1493,1415,5432,7891,1,1,1
5432,5433,5505,7892,1,1,1
1452,5505,5433,7893,1,1,1
1452,5506,5505,7894,1,1,1
1416,5506,1452,7895,1,1,1
1416,5507,5506,7896,1,1,1
5507,1416,5585,7897,1,1,1
5508,5585,1416,7898,1,1,1
5508,1416,5434,7899,1,1,1
1453,5508,5434,7900,1,1,1
1453,5435,5509,7901,1,1,1
1454,5509,5435,7902,1,1,1
1454,5510,5509,7903,1,1,1
1454,5436,5510,7904,1,1,1
1454,5435,5436,7905,1,1,1
1455,5510,5436,7906,1,1,1
1455,5511,5510,7907,1,1,1
1455,5437,5511,7908,1,1,1
1455,5436,5437,7909,1,1,1
1456,5511,5437,7910,1,1,1
1456,5512,5511,7911,1,1,1
1456,5438,5512,7912,1,1,1
1456,5437,5438,7913,1,1,1
1457,5512,5438,7914,1,1,1
1457,5513,5512,7915,1,1,1
1457,5439,5513,7916,1,1,1
1457,5438,5439,7917,1,1,1
1458,5513,5439,7918,1,1,1
1458,5514,5513,7919,1,1,1
1458,5440,5514,7920,1,1,1
1458,5439,5440,7921,1,1,1
1459,5514,5440,7922,1,1,1
1459,5515,5514,7923,1,1,1
1459,5441,5515,7924,1,1,1
1459,5440,5441,7925,1,1,1
5441,5516,5515,7926,1,1,1
5441,5442,5516,7927,1,1,1
1460,5516,5442,7928,1,1,1
1460,5517,5516,7929,1,1,1
1460,5443,5517,7930,1,1,1
1460,5442,5443,7931,1,1,1
1461,5517,5443,7932,1,1,1
1461,5518,5517,7933,1,1,1
1461,5444,5518,7934,1,1,1
1461,5443,5444,7935,1,1,1
5444,5519,5518,7936,1,1,1
5444,5445,5519,7937,1,1,1
1462,5519,5445,7938,1,1,1
1462,5520,5519,7939,1,1,1
1462,5446,5520,7940,1,1,1
1462,5445,5446,7941,1,1,1
1463,5520,5446,7942,1,1,1
1463,5521,5520,7943,1,1,1
1463,5447,5521,7944,1,1,1
1463,5446,5447,7945,1,1,1
1464,5521,5447,7946,1,1,1
1464,5522,5521,7947,1,1,1
1464,5448,5522,7948,1,1,1
1464,5447,5448,7949,1,1,1
5523,5522,5448,7950,1,1,1
5523,5448,5449,7951,1,1,1
5523,5450,5524,7952,1,1,1
5523,5449,5450,7953,1,1,1
5451,5524,5450,7954,1,1,1
5451,5525,5524,7955,1,1,1
5452,5525,5451,7956,1,1,1
5452,5526,5525,7957,1,1,1
5526,5453,5527,7958,1,1,1
5526,5452,5453,7959,1,1,1
1465,5527,5453,7960,1,1,1
1465,5453,5454,7961,1,1,1
5528,1465,5454,7962,1,1,1
5528,5454,1466,7963,1,1,1
1466,5529,5528,7964,1,1,1
1466,5455,5529,7965,1,1,1
1467,5529,5455,7966,1,1,1
1467,5530,5529,7967,1,1,1
1467,5456,5530,7968,1,1,1
1467,5455,5456,7969,1,1,1
1468,5530,5456,7970,1,1,1
1468,5531,5530,7971,1,1,1
1468,5457,5531,7972,1,1,1
1468,5456,5457,7973,1,1,1
5532,5531,5457,7974,1,1,1
5532,5457,5458,7975,1,1,1
5458,5533,5532,7976,1,1,1
5458,5459,5533,7977,1,1,1
5459,5534,5533,7978,1,1,1
5459,5460,5534,7979,1,1,1
1469,5534,5460,7980,1,1,1
1469,5535,5534,7981,1,1,1
1469,5461,5535,7982,1,1,1
1469,5460,5461,7983,1,1,1
1470,5535,5461,7984,1,1,1
1470,5536,5535,7985,1,1,1
1470,5462,5536,7986,1,1,1
1470,5461,5462,7987,1,1,1
1471,5536,5462,7988,1,1,1
1471,5537,5536,7989,1,1,1
1471,1472,5537,7990,1,1,1
1471,5462,1472,7991,1,1,1
1472,1511,5537,7992,1,1,1
1472,1434,1511,7993,1,1,1
1434,5538,1511,7994,1,1,1
1434,1473,5538,7995,1,1,1
1473,5539,5538,7996,1,1,1
1473,1474,5539,7997,1,1,1
1474,5540,5539,7998,1,1,1
1474,5463,5540,7999,1,1,1
5541,5540,5463,8000,1,1,1
5541,1436,1475,8001,1,1,1
1475,5464,5542,8002,1,1,1
1475,1436,5464,8003,1,1,1
1476,5542,5464,8004,1,1,1
1476,5543,5542,8005,1,1,1
1476,5465,5543,8006,1,1,1
1476,5464,5465,8007,1,1,1
1477,5543,5465,8008,1,1,1
1477,5544,5543,8009,1,1,1
1477,5466,5544,8010,1,1,1
1477,5465,5466,8011,1,1,1
1478,5544,5466,8012,1,1,1
1478,1516,5544,8013,1,1,1
1439,5545,1478,8014,1,1,1
1439,5546,5545,8015,1,1,1
1439,5467,5546,8016,1,1,1
1479,5546,5467,8017,1,1,1
1479,5547,5546,8018,1,1,1
5547,5468,5629,8019,1,1,1
5547,1479,5468,8020,1,1,1
5548,5629,5468,8021,1,1,1
5548,5468,5469,8022,1,1,1
5548,5470,5549,8023,1,1,1
5548,5469,5470,8024,1,1,1
5471,5549,5470,8025,1,1,1
5471,5550,5549,8026,1,1,1
5551,5550,5471,8027,1,1,1
5551,5471,5472,8028,1,1,1
5552,5551,5472,8029,1,1,1
5552,5472,5473,8030,1,1,1
5553,5552,5473,8031,1,1,1
5553,5473,5474,8032,1,1,1
5554,5553,5474,8033,1,1,1
5554,5474,5475,8034,1,1,1
5555,5554,5475,8035,1,1,1
5555,5475,5476,8036,1,1,1
5556,5555,5476,8037,1,1,1
5556,5476,5477,8038,1,1,1
5477,5557,5556,8039,1,1,1
1441,5638,5557,8040,1,1,1
1441,1480,5638,8041,1,1,1
1480,5478,5558,8042,1,1,1
1480,1441,5478,8043,1,1,1
1481,5558,5478,8044,1,1,1
1481,5559,5558,8045,1,1,1
1481,5479,5559,8046,1,1,1
1481,5478,5479,8047,1,1,1
1482,5559,5479,8048,1,1,1
1482,5560,5559,8049,1,1,1
1482,5480,5560,8050,1,1,1
1482,5479,5480,8051,1,1,1
1483,5560,5480,8052,1,1,1
1483,5561,5560,8053,1,1,1
1483,5481,5561,8054,1,1,1
1483,5480,5481,8055,1,1,1
1484,5561,5481,8056,1,1,1
5482,5562,1484,8057,1,1,1
5482,5483,5562,8058,1,1,1
5563,5562,5483,8059,1,1,1
5564,5563,5484,8060,1,1,1
5565,5564,5484,8061,1,1,1
5565,5484,5485,8062,1,1,1
5566,5565,5485,8063,1,1,1
5566,5485,5486,8064,1,1,1
5486,5567,5566,8065,1,1,1
5486,5487,5567,8066,1,1,1
5487,5568,5567,8067,1,1,1
5487,5488,5568,8068,1,1,1
5568,5489,5569,8069,1,1,1
5568,5488,5489,8070,1,1,1
5569,5489,5490,8071,1,1,1
5569,5490,5491,8072,1,1,1
5491,1446,5570,8073,1,1,1
1446,1521,5570,8074,1,1,1
1446,5492,1521,8075,1,1,1
1521,5492,5493,8076,1,1,1
1522,1521,5493,8077,1,1,1
1522,5493,5494,8078,1,1,1
5494,1523,1522,8079,1,1,1
5494,1485,1523,8080,1,1,1
5571,5495,5496,8081,1,1,1
5571,5496,1486,8082,1,1,1
1486,5497,5571,8083,1,1,1
5650,5498,1524,8084,1,1,1
5498,1525,1524,8085,1,1,1
5498,5499,1525,8086,1,1,1
5499,5572,1525,8087,1,1,1
5499,1448,5572,8088,1,1,1
1487,5572,1448,8089,1,1,1
1487,5573,5572,8090,1,1,1
1487,1488,5573,8091,1,1,1
1487,1448,1488,8092,1,1,1
1488,5574,5573,8093,1,1,1
1488,1489,5574,8094,1,1,1
1489,5575,5574,8095,1,1,1
1489,1490,5575,8096,1,1,1
1490,5576,5575,8097,1,1,1
1490,5500,5576,8098,1,1,1
1491,5576,5500,8099,1,1,1
1491,5577,5576,8100,1,1,1
1492,5577,1491,8101,1,1,1
1532,1492,1451,8102,1,1,1
1532,1451,5578,8103,1,1,1
1451,5501,5578,8104,1,1,1
5427,5580,5502,8105,1,1,1
5427,1533,5580,8106,1,1,1
1533,5427,5581,8107,1,1,1
5581,5428,1570,8108,1,1,1
5581,5427,5428,8109,1,1,1
1570,5365,1571,8110,1,1,1
1571,5429,5582,8111,1,1,1
1571,5365,5429,8112,1,1,1
1534,5503,5583,8113,1,1,1
1534,5582,5503,8114,1,1,1
5504,5583,5503,8115,1,1,1
5504,1493,5583,8116,1,1,1
1493,5432,5664,8117,1,1,1
5505,5664,5432,8118,1,1,1
5505,1494,5664,8119,1,1,1
1494,5506,5584,8120,1,1,1
1494,5505,5506,8121,1,1,1
5507,5584,5506,8122,1,1,1
5507,5585,5584,8123,1,1,1
5586,5585,5508,8124,1,1,1
1535,5586,5508,8125,1,1,1
1535,5508,1453,8126,1,1,1
5509,1535,1453,8127,1,1,1
5509,5587,1535,8128,1,1,1
1495,5587,5509,8129,1,1,1
1495,5588,5587,8130,1,1,1
1495,5510,5588,8131,1,1,1
1495,5509,5510,8132,1,1,1
1496,5588,5510,8133,1,1,1
1496,5589,5588,8134,1,1,1
1496,5511,5589,8135,1,1,1
1496,5510,5511,8136,1,1,1
1497,5589,5511,8137,1,1,1
1497,5590,5589,8138,1,1,1
1497,5512,5590,8139,1,1,1
1497,5511,5512,8140,1,1,1
1498,5590,5512,8141,1,1,1
1498,5591,5590,8142,1,1,1
1498,5513,5591,8143,1,1,1
1498,5512,5513,8144,1,1,1
1499,5591,5513,8145,1,1,1
1499,5592,5591,8146,1,1,1
1499,5514,5592,8147,1,1,1
1499,5513,5514,8148,1,1,1
1500,5592,5514,8149,1,1,1
1500,5593,5592,8150,1,1,1
1500,5515,5593,8151,1,1,1
1500,5514,5515,8152,1,1,1
1501,5593,5515,8153,1,1,1
1501,5594,5593,8154,1,1,1
1501,5516,5594,8155,1,1,1
1501,5515,5516,8156,1,1,1
1502,5594,5516,8157,1,1,1
1502,5595,5594,8158,1,1,1
1502,5517,5595,8159,1,1,1
1502,5516,5517,8160,1,1,1
1503,5595,5517,8161,1,1,1
1503,5596,5595,8162,1,1,1
1503,5518,5596,8163,1,1,1
1503,5517,5518,8164,1,1,1
1504,5596,5518,8165,1,1,1
1504,5597,5596,8166,1,1,1
1504,5519,5597,8167,1,1,1
1504,5518,5519,8168,1,1,1
1505,5597,5519,8169,1,1,1
1505,5598,5597,8170,1,1,1
1505,5520,5598,8171,1,1,1
1505,5519,5520,8172,1,1,1
1506,5598,5520,8173,1,1,1
1506,5599,5598,8174,1,1,1
1506,5521,5599,8175,1,1,1
1506,5520,5521,8176,1,1,1
5521,5600,5599,8177,1,1,1
5521,5522,5600,8178,1,1,1
5601,5600,5522,8179,1,1,1
5601,5522,5523,8180,1,1,1
5601,5524,5602,8181,1,1,1
5601,5523,5524,8182,1,1,1
5525,5602,5524,8183,1,1,1
5525,5603,5602,8184,1,1,1
5603,5526,5604,8185,1,1,1
5603,5525,5526,8186,1,1,1
5604,5527,5605,8187,1,1,1
5604,5526,5527,8188,1,1,1
5606,5605,5527,8189,1,1,1
5606,5527,1465,8190,1,1,1
1507,5606,1465,8191,1,1,1
1507,5607,5606,8192,1,1,1
1507,5528,5607,8193,1,1,1
1507,1465,5528,8194,1,1,1
1508,5607,5528,8195,1,1,1
1508,5608,5607,8196,1,1,1
1508,5529,5608,8197,1,1,1
1508,5528,5529,8198,1,1,1
1509,5608,5529,8199,1,1,1
1509,1545,5608,8200,1,1,1
1509,5530,1545,8201,1,1,1
1509,5529,5530,8202,1,1,1
5609,1545,5530,8203,1,1,1
5609,5530,5531,8204,1,1,1
5531,5610,5609,8205,1,1,1
5531,5532,5610,8206,1,1,1
1510,5610,5532,8207,1,1,1
1510,5611,5610,8208,1,1,1
1510,5533,5611,8209,1,1,1
1510,5532,5533,8210,1,1,1
5533,5612,5611,8211,1,1,1
5533,5534,5612,8212,1,1,1
5534,5613,5612,8213,1,1,1
5534,5535,5613,8214,1,1,1
5535,5614,5613,8215,1,1,1
5535,5536,5614,8216,1,1,1
5615,5614,5536,8217,1,1,1
5615,5536,5537,8218,1,1,1
5616,5615,5537,8219,1,1,1
5616,5537,1511,8220,1,1,1
1511,5617,5616,8221,1,1,1
1511,5538,5617,8222,1,1,1
1512,5617,5538,8223,1,1,1
1512,5618,5617,8224,1,1,1
1512,5539,5618,8225,1,1,1
1512,5538,5539,8226,1,1,1
5618,5540,5619,8227,1,1,1
5618,5539,5540,8228,1,1,1
1513,5619,5540,8229,1,1,1
1513,5620,5619,8230,1,1,1
1513,5541,5620,8231,1,1,1
1513,5540,5541,8232,1,1,1
5620,1475,5621,8233,1,1,1
5620,5541,1475,8234,1,1,1
5542,5621,1475,8235,1,1,1
5542,5622,5621,8236,1,1,1
1514,5622,5542,8237,1,1,1
1514,5623,5622,8238,1,1,1
1514,5543,5623,8239,1,1,1
1514,5542,5543,8240,1,1,1
1515,5623,5543,8241,1,1,1
1515,5624,5623,8242,1,1,1
1515,5544,5624,8243,1,1,1
1515,5543,5544,8244,1,1,1
1516,5624,5544,8245,1,1,1
1516,5625,5624,8246,1,1,1
5626,5625,1516,8247,1,1,1
5626,1516,1478,8248,1,1,1
5627,5626,1478,8249,1,1,1
5627,1478,5545,8250,1,1,1
5545,5628,5627,8251,1,1,1
5545,5546,5628,8252,1,1,1
5546,1555,5628,8253,1,1,1
5546,5547,1555,8254,1,1,1
5629,1555,5547,8255,1,1,1
5629,5548,5630,8256,1,1,1
5630,5549,5703,8257,1,1,1
5630,5548,5549,8258,1,1,1
5549,5631,5703,8259,1,1,1
5549,5550,5631,8260,1,1,1
5631,5551,5632,8261,1,1,1
5631,5550,5551,8262,1,1,1
5632,5552,5633,8263,1,1,1
5632,5551,5552,8264,1,1,1
5552,5634,5633,8265,1,1,1
5552,5553,5634,8266,1,1,1
5635,5634,5553,8267,1,1,1
5635,5553,5554,8268,1,1,1
5636,5635,5554,8269,1,1,1
5636,5554,5555,8270,1,1,1
5555,5637,5636,8271,1,1,1
5555,5556,5637,8272,1,1,1
5638,5637,5556,8273,1,1,1
5638,5556,5557,8274,1,1,1
1480,5639,5638,8275,1,1,1
1480,5558,5639,8276,1,1,1
1517,5559,5640,8277,1,1,1
1517,5558,5559,8278,1,1,1
1518,5640,5559,8279,1,1,1
